"Server","Scope","IP_Address","MAC","Reservation_name","Description"	
dc08.nedcar.nl,10.30.92.0,10.30.92.70,f01faf183ee7,"VDLNC00119.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.72,f01faf32a88c,"minint-4klje80.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.73,f01faf32a259,"VDLNC00221.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.74,4000385efebd,"BEBD.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.75,74867a6b8f4d,"VDLNC00048.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.76,b4b52f2dd375,"VDLNC00182.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.77,000d9d9a6832,"B01B.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.78,4000385efed4,"bed4.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.79,0017a4e9e444,"bc97.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.81,4000385ef89f,"b89f.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.82,b8ca3a981849,"VDLNC00606.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.11,001b1b438a49,"OW093XX3M01B001.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.84,f01faf6b95be,"VDLNC00714.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.71,f01faf17c5ce,"VDLNC00097.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.167,f01faf54b789,"VDLNC00353.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.126,0050e400094f,"VDLNCBSSCR001.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.156,34e6d70a06ca,"VDLNC01212.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.156,b8ca3a9822a9,"VDLNC00600.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.154,b8ca3a981855,"VDLNC00598.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.150,0050e400094e,"VDLNCBSSCR001.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.117,34e6d70a02c7,"VDLNC01294.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.177,ecf4bb29c1a9,"VDLNC00910.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.146,b8ca3a981821,"VDLNC00606.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.161,001b1ba18653,"vdlNC-PC.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.136,34e6d70a02b7,"VDLNC01232.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.163,001e0b68260f,"VDLNC00676.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.204,b8ca3a8e9ea2,"VDLNC00283.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.11,ecf4bb24fb3a,"VDLNC00880.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.170,0025b319aa7c,"VDLNC01241.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.44,001e0b681fd7,"VDLNC01236.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.157,f01faf5379ba,"VDLNC00394.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.197,ecf4bb1bde53,"VDLNC00743.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.30,001e0b6901a7,"VDLNC01264.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.52,f01faf65dcaa,"VDLNC00694.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.232,ecf4bb29c1a4,"VDLNC01009.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.105,f8b156cb914c,"VDLNC01043.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.145,001e0b3673ab,"VDLNC01260.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.246,f8cab80c5ea0,"VDLNC01657.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.89,f8b156cbc810,"VDLNC01046.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.196,3417ebd86462,"VDLNC01347.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.110,2c27d742a70d,"VDLNC00654.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.115,f8b156a64b27,"VDLNC00441.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.120,f8b156ccdd98,"VDLNC01141.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.230,f8b156a65025,"VDLNC00505.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.93.2,34e6d753943c,"VDLNC01527.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.155,f8b156ba4a43,"VDLNC00799.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.13,847beb153e76,"VDLNC01728.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.100,00505b04dd1b,"VDLNC01857.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.180,00237db7760a,"VDLNC00949.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.103,1866da2c9e3b,"VDLNC01858.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.237,18dbf2013188,"VDLNC01934.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.108,18dbf201397e,"VDLNC01981.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.178,1866da20b5dd,"VDLNC01938.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.196,74867a6b8e02,"VDLNC00004.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.92.28,f01faf54b805,"VDLNC00200.nedcar.nl"
dc08.nedcar.nl,10.30.92.0,10.30.94.124,f8b156cb9274,"VDLNC01037.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.144,888717eb1410,"PS616.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.145,888717e8ea53,"PS617.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.146,888717e8ea3b,"PS618.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.147,888717eb140e,"PS619.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.149,888717e9f1b2,"PS621.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.148,888717eb13f4,"PS620.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.150,888717e8ea9c,"PS622.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.151,888717eb1449,"PS623.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.152,888717e8ea4c,"PS624.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.153,888717e9f266,"PS625.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.155,888717e9f227,"PS627.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.156,888717e9f252,"PS628.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.143,888717819ad1,"PS615.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.190,001e8f322c4a,"PS637.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.137,88871759d703,"PS935.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.164,180cacd96a12,"PS636.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.157,888717ea3a23,"PS629.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.160,888717e93974,"PS632.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.159,888717e9395a,"PS631.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.163,888717ea3a46,"PS635.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.161,888717eb5e18,"PS633.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.158,888717ea3a91,"PS630.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.162,888717e93975,"PS634.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.139,88871755d3f0,"PS937.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.140,88871759fbd6,"PS938.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.165,88871759afdc,"PS939.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.166,888717563f72,"PS941.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.167,888717563f7b,"PS942.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.168,888717563f89,"PS943.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.169,888717563ec1,"PS944.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.170,888717563ec2,"PS945.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.171,88871759fa99,"PS946.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.172,88871759fa9c,"PS947.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.173,888717563ebf,"PS948.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.174,888717563ebb,"PS949.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.175,888717563ebd,"PS950.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.176,888717563ebe,"PS951.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.177,88871759fa9d,"PS952.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.178,88871759fbc6,"PS953.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.179,88871759fbca,"Canon59FBCA.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.180,88871759fbc9,"PS955.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.181,88871759fbc8,"PS956.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.182,88871759fbcc,"PS957.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.183,88871759fbcb,"PS958.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.185,888717564245,"Canon564245.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.186,888717564244,"PS961"
dc08.nedcar.nl,10.30.118.0,10.30.118.10,001e8f7faa28,"PSSAP106.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.184,8887175631db,"PS959.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.187,88871759ebbf,"PS962.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.188,88871756326b,"PS963.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.189,88871756326d,"PS964.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.191,88871756325e,"PS965.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.192,88871759eba0,"PS966.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.193,888717562010,"PS967.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.194,88871759c048,"PS968.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.195,888717561f7a,"PS969.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.196,88871756200c,"PS970.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.197,888717e95ec9,"PS638.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.198,888717eb81e4,"PS639.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.199,888717e95ed8,"PS640.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.206,888717ea4943,"PS641.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.207,180cacda0f1f,"PS642.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.201,8887175a207c,"PS972.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.202,8887175a2071,"Canon5A2071.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.203,8887175a2075,"PS974.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.204,8887175a206e,"PS975.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.209,8887175a207d,"Canon5A207D.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.210,8887175a2079,"Canon5A2079.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.211,8887175662a1,"Canon5662A1.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.213,8887175662a0,"Canon5662A0.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.214,8887175a240e,"Canon5A240E.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.216,8887175a23ee,"PS985.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.217,8887175662a2,"PS986.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.218,8887175a23ed,"PS987.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.219,8887175a240d,"PS988.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.220,8887175a24b5,"PS989.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.221,88871756629d,"PS990.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.222,8887175a240b,"PS991.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.223,f48139c7d162,"PS643.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.205,88871759eba2,"Canon59EBA2.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.208,88871756324a,"PS977.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.212,8887175a240c,"Canon5A240C.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.225,8887175a474e,"PS993.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.234,001e8f7fa209,"Canon7FA209.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.224,888717568c8a,"PS992.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.226,8887175a5260,"Canon5A5260.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.235,d8492f4613af,"PS644.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.18,8887175a207a,"PSSAP114.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.100,88871755b951,"PS900"
dc08.nedcar.nl,10.30.118.0,10.30.118.101,88871759a864,"PS901"
dc08.nedcar.nl,10.30.118.0,10.30.118.102,88871759a88d,"PS902.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.103,88871759a880,"PS903.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.104,88871759a843,"PS904"
dc08.nedcar.nl,10.30.118.0,10.30.118.105,88871759a888,"PS905"
dc08.nedcar.nl,10.30.118.0,10.30.118.107,88871756008d,"PS907.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.108,88871755d087,"PS908.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.109,88871759ae41,"PS909.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.110,888717818f70,"PS611.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.111,888717eb2666,"PS612.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.112,88871755d045,"PS910.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.114,88871755d3c8,"PS912.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.115,88871759ae31,"PS913.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.116,88871755d037,"PS914.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.117,88871755d06d,"PS915.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.118,88871759aeab,"PS916.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.119,88871759aeaa,"PS917.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.120,88871755d3ca,"PS918.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.122,88871759aea0,"PS920.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.123,88871759ae3d,"ps921.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.124,88871759ae35,"PS922.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.125,88871759b151,"PS923.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.126,88871759afec,"PS924.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.127,88871755d3fa,"PS925.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.128,88871755d3f1,"PS926.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.129,88871759b155,"PS927.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.130,88871755d3fc,"PS928.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.131,88871759b188,"PS929.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.132,88871755d3ef,"PS930.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.133,88871759b18a,"PS931.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.134,88871755d3e7,"PS932.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.135,88871755d3ee,"PS933.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.136,88871755d3e9,"PS934.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.141,88871781a55b,"PS613.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.142,88871780b145,"PS614.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.237,d8492f470ce8,"PS646.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.236,180cacdc671a,"PS645.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.238,f48139b2c05b,"PS647.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.239,ecb1d7f9abfe,"HPD003.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.240,f48139b3cc7a,"PS648.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.241,f48139b330dc,"PS649.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.138,88871759fbcd,"PS936.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.215,88871759ae40,"PS911.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.227,888717571784,"Canon571784.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.228,8887175b2489,"Canon5B2489.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.200,d8492fe1e5f1,"Canone1e5f1.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.231,d8492fe1dee3,"Canone1dee3.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.113,d8492fe1decf,"Canone1decf.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.106,d8492fe1f1e2,"Canone1f1e2.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.154,f48139b55641,"PS626.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.229,d8492fe1f1df,"Canone1f1df.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.230,d8492fe1f478,"Canone1f478.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.232,d8492fe1f465,"Canone1f465.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.242,f48139b52c7e,"CanonB52C7E.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.243,f48139b7c749,"CanonB7C749.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.244,f48139b56a2a,"CanonB56A2A.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.245,f48139b7c6a3,"PS653.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.233,d8492fe1f1e3,"Canone1f1e3.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.246,f48139e29d16,"PS654.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.247,f48139e05a0d,"PS655.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.121,d8492fe34f3c,"Canone34f3c.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.23,84ba3b14af4c,"PS656.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.24,84ba3b14b735,"PS657.nedcar.nl"
dc08.nedcar.nl,10.30.118.0,10.30.118.25,84ba3b14493b,"PS658.nedcar.nl"
dc08.nedcar.nl,10.30.132.0,10.30.132.11,1866da20b64a,"VDLNC01821.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.163,f01faf32a88c,"VDLNC00251.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.174,f01faf32a259,"VDLNC00221.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.39,4000385ef009,"B009.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.84,000bcddf27ff,"B070.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.73,000bcd71067f,"B147.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.75,4000385efa83,"ba83.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.3.176,001f2979db46,"b454.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.159,4000385ef60a,"b60a.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.81,4000385efc31,"bc31.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.2,705ab6b4cb52,"VDLNC00997.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.4,4000385ef356,"b356.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.5,705ab6b4cb4c,"VDLNC00197.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.6,4000385efc56,"BC56.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.31,4000385efed4,"bed4.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.240,4000385eff32,"BF32.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.3.79,705ab6b4cbae,"VDLNC00198.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.243,001560cc34e9,"bffe.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.3.133,000f203b1969,"bdc2."
dc08.nedcar.nl,10.178.0.0,10.178.2.230,000bcdde6d2f,"B03F.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.4,0050c2de63e0,"AS01"
dc08.nedcar.nl,10.178.0.0,10.178.4.6,0050c2de63ba,"AS03"
dc08.nedcar.nl,10.178.0.0,10.178.4.7,0050c2de639d,"AS04"
dc08.nedcar.nl,10.178.0.0,10.178.4.8,0050c2de63dc,"AS05"
dc08.nedcar.nl,10.178.0.0,10.178.4.9,00032d0851fe,"AS06"
dc08.nedcar.nl,10.178.0.0,10.178.4.5,0050c2d77ade,"AS02"
dc08.nedcar.nl,10.178.0.0,10.178.2.9,4000385efe81,"be81.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.10,4000385efec4,"BEC4.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.11,0025b31a5957,"B500.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.12,4000385ef17f,"B17F.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.15,4000385eff27,"BF27.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.17,000bcd6f0a41,"B074.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.18,4000385ef180,"B180.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.19,4000385efcda,"BCDA.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.3.72,000802e12b76,"b1de.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.23,000e7ffb41e3,"B171.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.2,4000385efebd,"BEBD.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.3,101f74572a31,"b570.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.4.16,4000385ef25e,"b25e.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.3.129,000e7ffa6470,"B50E.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.1,4000385ef136,"b136.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.5,4000385ef89f,"b89f.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.7,0017a4e95464,"b73b.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.3.73,4000385effd6,"bfd6.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.76,0017a4e9340c,"b27d.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.10,68b599f04dc7,"VDLNC00003.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.11,101f74564bd4,"VDLNC00008.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.61,001b0032a0f7,"Frankeermachine"
dc08.nedcar.nl,10.178.0.0,10.178.5.3,000d9d9a6832,"B01B.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.8,74867a6b8b66,"VDLNC00010.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.32,705ab6b53144,"VDLNC00828.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.151,f01faf314186,"VDLNC00206.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.120,f01faf1831f4,"VDLNC00093.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.77,f01faf190795,"VDLNC00096.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.96,b8ca3ada5119,"VDLNC00044.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.105,f01faf1903f4,"VDLNC00133.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.27,b4b52f2dd375,"VDLNC00182.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.154,f01faf17c5ce,"VDLNC00097.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.5.151,f01faf183ee7,"VDLNC00119.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.12,f01faf190602,"VDLNC00118.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.13,f01faf183eb4,"VDLNC00121.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.139,f01faf5293ca,"VDLNC00584.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.143,b8ca3a8ad6b4,"VDLNC00340.nedcar.nl"
dc08.nedcar.nl,10.178.0.0,10.178.2.62,2c27d7251df4,"VDLNC00512.nedcar.nl"
